product_id,wine_type,wine_name,wine_origin,rating_avg,rating_num,price_current,price_prediscount,discount_nom,savings_percent,user_id,event_type,event_strength,user_weighted_sum
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,372752,like,1.5,14.0
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,314317,view,1.0,15.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,798639,view,1.0,13.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,287430,comment,3.0,15.0
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,439922,like,1.5,13.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,324144,like,1.5,11.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,385606,like,1.5,7.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,916954,rate,2.0,15.0
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,890340,like,1.5,6.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,121711,view,1.0,6.5
1405250,Malbec,Chateau Du Caillau Cahors 2021,"Cahors, Southwest, France",5.0,19,15.0,39,$23.01,59.0,684501,comment,3.0,15.0
1358914,Tempranillo,Bodegas Lan D-12 2019,"Rioja, Spain",4.8,28,10.0,19,$2.01,15.0,300008,view,1.0,17.5
1358914,Tempranillo,Bodegas Lan D-12 2019,"Rioja, Spain",4.8,28,10.0,19,$2.01,15.0,951540,view,1.0,6.0
1358914,Tempranillo,Bodegas Lan D-12 2019,"Rioja, Spain",4.8,28,10.0,19,$2.01,15.0,234528,rate,2.0,12.0
1358914,Tempranillo,Bodegas Lan D-12 2019,"Rioja, Spain",4.8,28,10.0,19,$2.01,15.0,950921,view,1.0,12.5
1358914,Tempranillo,Bodegas Lan D-12 2019,"Rioja, Spain",4.8,28,10.0,19,$2.01,15.0,111162,view,1.0,9.5
1288787,Other Red Blends,Bodegas La Purisma Old Vines Red Blend 2019,"Yecla, Spain",4.3,61,22.0,13,$7.01,23.0,558089,view,1.0,6.0
1288787,Other Red Blends,Bodegas La Purisma Old Vines Red Blend 2019,"Yecla, Spain",4.3,61,22.0,13,$7.01,23.0,133260,like,1.5,15.0
1288787,Other Red Blends,Bodegas La Purisma Old Vines Red Blend 2019,"Yecla, Spain",4.3,61,22.0,13,$7.01,23.0,788880,view,1.0,8.5
1288787,Other Red Blends,Bodegas La Purisma Old Vines Red Blend 2019,"Yecla, Spain",4.3,61,22.0,13,$7.01,23.0,110391,view,1.0,4.0
1301819,Tempranillo,Eguren Ugarte Cosecha 2021,"Rioja, Spain",4.6,27,11.0,10,$6.01,33.0,471522,view,1.0,11.0
1301819,Tempranillo,Eguren Ugarte Cosecha 2021,"Rioja, Spain",4.6,27,11.0,10,$6.01,33.0,228501,view,1.0,10.0
1384660,Gamay,Domaine Gilles Coperet Brouilly Saburin 2021,"Beaujolais, Burgundy, France",4.4,12,29.0,18,$5.01,14.0,406843,like,1.5,28.0
1384660,Gamay,Domaine Gilles Coperet Brouilly Saburin 2021,"Beaujolais, Burgundy, France",4.4,12,29.0,18,$5.01,14.0,508664,view,1.0,3.0
1384660,Gamay,Domaine Gilles Coperet Brouilly Saburin 2021,"Beaujolais, Burgundy, France",4.4,12,29.0,18,$5.01,14.0,324144,comment,3.0,11.5
1308645,Gamay,Domaine Gilles Coperet Morgon 2021,"Beaujolais, Burgundy, France",4.3,47,18.0,18,$6.01,24.0,212656,like,1.5,8.5
1308645,Gamay,Domaine Gilles Coperet Morgon 2021,"Beaujolais, Burgundy, France",4.3,47,18.0,18,$6.01,24.0,351560,rate,2.0,4.0
1308645,Gamay,Domaine Gilles Coperet Morgon 2021,"Beaujolais, Burgundy, France",4.3,47,18.0,18,$6.01,24.0,344116,view,1.0,10.0
1308645,Gamay,Domaine Gilles Coperet Morgon 2021,"Beaujolais, Burgundy, France",4.3,47,18.0,18,$6.01,24.0,385606,view,1.0,7.5
1308645,Gamay,Domaine Gilles Coperet Morgon 2021,"Beaujolais, Burgundy, France",4.3,47,18.0,18,$6.01,24.0,667407,rate,2.0,14.0
1308645,Gamay,Domaine Gilles Coperet Morgon 2021,"Beaujolais, Burgundy, France",4.3,47,18.0,18,$6.01,24.0,785735,view,1.0,11.0
1306213,Barbera,Tenute Neirano Barbera D'Asti Superiore Tirteo 2020,"Asti, Piedmont, Italy",4.5,38,18.0,11,$2.01,10.0,374560,bookmark,4.5,19.5
1227876,Other Red Blends,Vignobles Marie Maria Greviere Madiran 2018,"Southwest, France",4.3,57,14.0,15,$2.01,12.0,986881,comment,3.0,12.0
1227876,Other Red Blends,Vignobles Marie Maria Greviere Madiran 2018,"Southwest, France",4.3,57,14.0,15,$2.01,12.0,287430,view,1.0,15.0
1162494,Zinfandel,Scott Harvey Mountain Selection Zinfandel 2020,"Amador, Sierra Foothills, California",4.6,20,,30,,,513348,like,1.5,6.5
1162494,Zinfandel,Scott Harvey Mountain Selection Zinfandel 2020,"Amador, Sierra Foothills, California",4.6,20,,30,,,985863,comment,3.0,8.0
1162494,Zinfandel,Scott Harvey Mountain Selection Zinfandel 2020,"Amador, Sierra Foothills, California",4.6,20,,30,,,723848,view,1.0,13.0
1431916,Montepulciano,Podere Castorani Montepulciano d'Abruzzo Cadetto 2018,"Abruzzo, Italy",4.7,23,,18,,,228501,view,1.0,10.0
1431916,Montepulciano,Podere Castorani Montepulciano d'Abruzzo Cadetto 2018,"Abruzzo, Italy",4.7,23,,18,,,174971,view,1.0,3.5
903856,Tempranillo,Emilio Moro Malleolus de Valderramiro 2019,"Ribera del Duero, Spain",5.0,15,,159,,,167774,like,1.5,5.5
1298793,Dolcetto,Rocca Giovanni Dolcetto D'Alba Vigna Sant' Anna 2022,"Alba, Piedmont, Italy",4.6,27,,13,,,509102,view,1.0,13.5
1298793,Dolcetto,Rocca Giovanni Dolcetto D'Alba Vigna Sant' Anna 2022,"Alba, Piedmont, Italy",4.6,27,,13,,,133727,view,1.0,15.5
1298793,Dolcetto,Rocca Giovanni Dolcetto D'Alba Vigna Sant' Anna 2022,"Alba, Piedmont, Italy",4.6,27,,13,,,843798,rate,2.0,16.5
1298793,Dolcetto,Rocca Giovanni Dolcetto D'Alba Vigna Sant' Anna 2022,"Alba, Piedmont, Italy",4.6,27,,13,,,486444,comment,3.0,14.0
1298793,Dolcetto,Rocca Giovanni Dolcetto D'Alba Vigna Sant' Anna 2022,"Alba, Piedmont, Italy",4.6,27,,13,,,512039,view,1.0,21.0
1221680,Nebbiolo,Adriano Marco e Vittorio Sanadaive Barbaresco 2019,"Barbaresco, Piedmont, Italy",4.4,51,,35,,,356848,follow,4.0,9.0
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,235300,view,1.0,7.0
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,720062,view,1.0,10.0
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,526514,view,1.0,9.5
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,287711,view,1.0,13.5
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,631306,view,1.0,7.0
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,700804,view,1.0,8.0
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,133260,like,1.5,15.0
959286,Syrah/Shiraz,Leeuwin Estate Art Series Shiraz 2018,"Margaret River, Western Australia, Australia",4.2,8,,34,,,432479,view,1.0,5.0
1412785,Other Red Blends,Zeni Costalago Rosso Veronese 2020,"Verona, Veneto, Italy",4.8,18,,15,,,216814,comment,3.0,11.0
1412785,Other Red Blends,Zeni Costalago Rosso Veronese 2020,"Verona, Veneto, Italy",4.8,18,,15,,,496622,rate,2.0,17.5
1412785,Other Red Blends,Zeni Costalago Rosso Veronese 2020,"Verona, Veneto, Italy",4.8,18,,15,,,527495,rate,2.0,8.5
1352917,Gamay,Domaine Gilles Coperet Fleurie La Madone 2021,"Beaujolais, Burgundy, France",4.1,32,,18,,,245780,view,1.0,17.5
1352917,Gamay,Domaine Gilles Coperet Fleurie La Madone 2021,"Beaujolais, Burgundy, France",4.1,32,,18,,,997590,view,1.0,13.5
1352917,Gamay,Domaine Gilles Coperet Fleurie La Madone 2021,"Beaujolais, Burgundy, France",4.1,32,,18,,,318922,comment,3.0,4.0
1352917,Gamay,Domaine Gilles Coperet Fleurie La Madone 2021,"Beaujolais, Burgundy, France",4.1,32,,18,,,667407,bookmark,4.5,14.0
1352917,Gamay,Domaine Gilles Coperet Fleurie La Madone 2021,"Beaujolais, Burgundy, France",4.1,32,,18,,,466426,view,1.0,3.0
1352917,Gamay,Domaine Gilles Coperet Fleurie La Madone 2021,"Beaujolais, Burgundy, France",4.1,32,,18,,,374560,like,1.5,19.5
1344214,Malbec,Georges Vigouroux Chateau Leret Monpezat Malbec 2016,"Cahors, Southwest, France",4.7,13,,24,,,439922,like,1.5,13.5
1344214,Malbec,Georges Vigouroux Chateau Leret Monpezat Malbec 2016,"Cahors, Southwest, France",4.7,13,,24,,,760606,comment,3.0,5.5
1344214,Malbec,Georges Vigouroux Chateau Leret Monpezat Malbec 2016,"Cahors, Southwest, France",4.7,13,,24,,,739064,view,1.0,3.5
817065,Sangiovese,Barone Ricasoli Brolio Chianti Classico 2019,"Chianti Classico, Chianti, Tuscany, Italy",4.4,61,,23,,,474326,follow,4.0,11.5
1233612,Cabernet Sauvignon,Ammunition Cabernet Sauvignon 2020,"Paso Robles, Central Coast, California",4.1,69,,25,,,391653,view,1.0,6.5
1233612,Cabernet Sauvignon,Ammunition Cabernet Sauvignon 2020,"Paso Robles, Central Coast, California",4.1,69,,25,,,631306,like,1.5,7.0
1233612,Cabernet Sauvignon,Ammunition Cabernet Sauvignon 2020,"Paso Robles, Central Coast, California",4.1,69,,25,,,542909,rate,2.0,2.0
1233612,Cabernet Sauvignon,Ammunition Cabernet Sauvignon 2020,"Paso Robles, Central Coast, California",4.1,69,,25,,,951540,like,1.5,6.0
1233612,Cabernet Sauvignon,Ammunition Cabernet Sauvignon 2020,"Paso Robles, Central Coast, California",4.1,69,,25,,,236660,rate,2.0,7.5
1233612,Cabernet Sauvignon,Ammunition Cabernet Sauvignon 2020,"Paso Robles, Central Coast, California",4.1,69,,25,,,136278,view,1.0,4.0
1131511,Sangiovese,La Lecciaia Toscana Rosso 2016,"Tuscany, Italy",4.2,50,,11,,,504810,follow,4.0,13.0
1233626,Pinot Noir,Ammunition Pinot Noir 2020,"Sonoma County, California",4.5,57,,21,,,977300,view,1.0,2.5
1233626,Pinot Noir,Ammunition Pinot Noir 2020,"Sonoma County, California",4.5,57,,21,,,432479,view,1.0,5.0
1233626,Pinot Noir,Ammunition Pinot Noir 2020,"Sonoma County, California",4.5,57,,21,,,111162,bookmark,4.5,9.5
1233626,Pinot Noir,Ammunition Pinot Noir 2020,"Sonoma County, California",4.5,57,,21,,,225064,like,1.5,11.5
787001,Other Red Blends,Palacios Remondo La Vendimia 2019,"Rioja, Spain",4.2,47,,17,,,372752,view,1.0,14.0
787001,Other Red Blends,Palacios Remondo La Vendimia 2019,"Rioja, Spain",4.2,47,,17,,,145130,comment,3.0,7.5
1301830,Tuscan Blends,Michele Satta Bolgheri Rosso 2021,"Bolgheri, Tuscany, Italy",4.7,36,,27,,,145130,like,1.5,7.5
1301830,Tuscan Blends,Michele Satta Bolgheri Rosso 2021,"Bolgheri, Tuscany, Italy",4.7,36,,27,,,888334,view,1.0,12.5
1301830,Tuscan Blends,Michele Satta Bolgheri Rosso 2021,"Bolgheri, Tuscany, Italy",4.7,36,,27,,,472320,like,1.5,8.0
876609,Cabernet Sauvignon,Don Melchor Cabernet Sauvignon 2019,"Maipo Valley, Chile",4.1,38,124.0,150,$25.01,17.0,379036,bookmark,4.5,10.0
876609,Cabernet Sauvignon,Don Melchor Cabernet Sauvignon 2019,"Maipo Valley, Chile",4.1,38,124.0,150,$25.01,17.0,345296,rate,2.0,6.5
876609,Cabernet Sauvignon,Don Melchor Cabernet Sauvignon 2019,"Maipo Valley, Chile",4.1,38,124.0,150,$25.01,17.0,839864,like,1.5,5.5
763637,Rhone Red Blends,Chateau Saint-Roch Cotes du Roussillon Kerbuccio Maury Sec 2018,"Maury, Roussillon, South of France, France",3.8,9,24.0,31,$6.02,19.0,631306,like,1.5,7.0
763637,Rhone Red Blends,Chateau Saint-Roch Cotes du Roussillon Kerbuccio Maury Sec 2018,"Maury, Roussillon, South of France, France",3.8,9,24.0,31,$6.02,19.0,646688,view,1.0,7.5
763637,Rhone Red Blends,Chateau Saint-Roch Cotes du Roussillon Kerbuccio Maury Sec 2018,"Maury, Roussillon, South of France, France",3.8,9,24.0,31,$6.02,19.0,228501,view,1.0,10.0
763637,Rhone Red Blends,Chateau Saint-Roch Cotes du Roussillon Kerbuccio Maury Sec 2018,"Maury, Roussillon, South of France, France",3.8,9,24.0,31,$6.02,19.0,354801,view,1.0,6.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,199869,view,1.0,9.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,406843,follow,4.0,28.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,881553,view,1.0,7.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,711306,like,1.5,10.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,689188,comment,3.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,133727,view,1.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,496622,view,1.0,17.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,911434,view,1.0,5.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,828922,view,1.0,11.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,807541,like,1.5,11.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,56.0,"1,499",$3.00,5.0,958490,like,1.5,18.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,199869,view,1.0,9.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,406843,follow,4.0,28.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,881553,view,1.0,7.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,711306,like,1.5,10.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,689188,comment,3.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,133727,view,1.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,496622,view,1.0,17.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,911434,view,1.0,5.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,828922,view,1.0,11.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,807541,like,1.5,11.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,958490,like,1.5,18.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,199869,view,1.0,9.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,406843,follow,4.0,28.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,881553,view,1.0,7.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,711306,like,1.5,10.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,689188,comment,3.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,133727,view,1.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,496622,view,1.0,17.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,911434,view,1.0,5.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,828922,view,1.0,11.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,807541,like,1.5,11.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,958490,like,1.5,18.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,199869,view,1.0,9.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,406843,follow,4.0,28.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,881553,view,1.0,7.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,711306,like,1.5,10.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,689188,comment,3.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,133727,view,1.0,15.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,496622,view,1.0,17.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,911434,view,1.0,5.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,828922,view,1.0,11.0
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,807541,like,1.5,11.5
1145574,Bordeaux Red Blends,Chateau Latour (1 Bottle in OWC) 2010,"Pauillac, Bordeaux, France",0.0,0,,"1,499",,,958490,like,1.5,18.5
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,843798,rate,2.0,16.5
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,439922,view,1.0,13.5
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,993229,like,1.5,8.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,959680,view,1.0,3.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,900790,rate,2.0,5.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,635596,view,1.0,5.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,21.0,349,$3.01,12.0,981212,view,1.0,2.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,843798,rate,2.0,16.5
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,439922,view,1.0,13.5
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,993229,like,1.5,8.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,959680,view,1.0,3.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,900790,rate,2.0,5.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,635596,view,1.0,5.0
117139,Bordeaux Red Blends,Dominus Estate 2009,"Yountville, Napa Valley, California",4.5,20,109.0,349,$38.01,26.0,981212,view,1.0,2.0
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,164023,view,1.0,16.5
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,958490,like,1.5,18.5
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,404351,view,1.0,9.5
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,630600,like,1.5,8.5
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,933224,comment,3.0,11.0
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,513348,view,1.0,6.5
583739,Bordeaux Red Blends,Chateau Lafite Rothschild 2019,"Pauillac, Bordeaux, France",4.7,25,42.0,989,$17.01,28.0,486444,like,1.5,14.0
